client_num;customer_age;gender;dependent_count;education_level;marital_status;state_cd;zipcode;car_owner;house_owner;personal_loan;contact;customer_job;income;cust_satisfaction_score;card_category;annual_fees;activation_30_days;customer_acq_cost;week_start_date;week_num;qtr;current_year;credit_limit;total_revolving_bal;total_trans_amt;total_trans_vol;avg_utilization_ratio;use_chip;exp_type;interest_earned;delinquent_acc
710431158;55;M;1;Graduate;Married;TX;91750;yes;yes;yes;cellular;Retirees;42002;3;Blue;270;0;104;05-02-2023;Week-6;Q1;2023;10273;1657;3778;70;0.161;Chip ;Fuel;982.28;0
710436108;44;F;4;Graduate;Married;FL;91750;no;yes;no;cellular;Blue-collar;52798;2;Blue;340;1;89;05-02-2023;Week-6;Q1;2023;3600;746;4184;61;0.207;Swipe ;Entertainment;1087.84;0
710438358;46;F;3;Graduate;Married;CA;91750;no;yes;yes;cellular;Retirees;22553;1;Blue;325;1;74;05-02-2023;Week-6;Q1;2023;3241;0;2152;43;0;Swipe ;Food;430.4;0
710439483;50;M;4;Graduate;Married;FL;91750;yes;no;no;cellular;Govt;62201;3;Blue;150;1;90;05-02-2023;Week-6;Q1;2023;2581;1722;4431;79;0.667;Swipe ;Food;1284.99;0
710443833;61;M;0;Graduate;Married;TX;91750;no;yes;no;cellular;Blue-collar;66385;2;Blue;480;0;88;05-02-2023;Week-6;Q1;2023;2123;995;4516;78;0.469;Online ;Entertainment;1129;0
710445183;43;F;4;High School;Single;TX;91750;yes;yes;no;cellular;Businessman;49637;1;Blue;125;0;113;05-02-2023;Week-6;Q1;2023;7567;2496;4076;60;0.33;Chip ;Grocery;937.48;0
710449983;47;F;3;Uneducated;Married;NY;91750;no;no;no;cellular;Govt;33522;1;Blue;495;1;75;05-02-2023;Week-6;Q1;2023;2818;1656;2916;45;0.588;Swipe ;Grocery;204.12;0
710451708;52;F;1;Unknown;Single;FL;91750;no;yes;yes;cellular;Businessman;189926;1;Silver;100;1;88;05-02-2023;Week-6;Q1;2023;9711;972;14926;115;0.1;Swipe ;Grocery;2238.9;0
710453283;38;M;4;Graduate;Married;NJ;91750;yes;no;no;cellular;Govt;50489;2;Blue;320;1;102;05-02-2023;Week-6;Q1;2023;2035;0;4107;82;0;Chip ;Entertainment;739.26;0
710455608;41;M;3;Unknown;Married;AR;72120;no;yes;no;cellular;Selfemployeed;101259;3;Blue;450;0;94;05-02-2023;Week-6;Q1;2023;4620;0;6644;61;0;Swipe ;Grocery;1129.48;0
710456658;52;M;2;Graduate;Married;NY;91750;no;yes;no;cellular;White-collar;94222;2;Blue;345;1;119;05-02-2023;Week-6;Q1;2023;2080;1799;5130;82;0.865;Swipe ;Entertainment;1077.3;0
710458758;46;F;3;Graduate;Married;CA;91750;no;no;no;cellular;Selfemployeed;9535;2;Blue;125;1;41;05-02-2023;Week-6;Q1;2023;4161;2491;1203;30;0.599;Swipe ;Bills;132.33;0
710461083;45;F;4;Graduate;Married;TX;91750;yes;yes;no;cellular;Businessman;58067;3;Blue;140;0;104;05-02-2023;Week-6;Q1;2023;1438.3;0;4333;84;0;Chip ;Fuel;519.96;0
710462433;58;F;2;Graduate;Single;TX;91750;no;no;no;cellular;Blue-collar;15525;2;Blue;125;0;89;05-02-2023;Week-6;Q1;2023;17625;894;1773;39;0.051;Swipe ;Bills;514.17;0
710463408;50;F;0;High School;Single;MO;91750;yes;yes;no;cellular;White-collar;220531;2;Silver;125;1;73;05-02-2023;Week-6;Q1;2023;9683;1116;15627;104;0.115;Chip ;Travel;3125.4;0
710464683;48;M;3;High School;Unknown;FL;91750;no;no;no;cellular;Retirees;100216;3;Blue;195;0;86;05-02-2023;Week-6;Q1;2023;2726;2127;5578;89;0.78;Swipe ;Food;1506.06;0
710466633;43;M;2;High School;Single;NY;91750;yes;yes;no;cellular;Selfemployeed;76804;3;Blue;485;1;109;05-02-2023;Week-6;Q1;2023;1438.3;0;4755;76;0;Swipe ;Fuel;570.6;0
710475408;34;F;1;High School;Married;NJ;91750;no;yes;no;cellular;Selfemployeed;22914;2;Blue;250;1;57;05-02-2023;Week-6;Q1;2023;14918;2028;2171;35;0.136;Swipe ;Entertainment;629.59;0
710476908;48;M;4;Unknown;Single;NY;91750;no;yes;no;cellular;White-collar;76743;3;Blue;300;0;119;05-02-2023;Week-6;Q1;2023;9371;1066;4754;78;0.114;Chip ;Food;1045.88;0
710481333;26;F;0;Graduate;Single;FL;91750;yes;no;no;cellular;Govt;24608;2;Blue;275;0;111;05-02-2023;Week-6;Q1;2023;2690;1614;2272;57;0.6;Online ;Food;227.2;0
710482533;49;M;5;Graduate;Married;TX;91750;no;yes;no;cellular;White-collar;43986;3;Blue;125;0;86;05-02-2023;Week-6;Q1;2023;30928;2005;3863;72;0.065;Swipe ;Fuel;618.08;0
710484408;54;F;2;Uneducated;Single;CA;91750;no;yes;no;cellular;Blue-collar;25256;3;Blue;480;1;112;05-02-2023;Week-6;Q1;2023;8700;1742;2306;50;0.2;Swipe ;Fuel;322.84;0
710487033;50;M;3;Post-Graduate;Married;CA;91750;no;no;yes;cellular;Blue-collar;62929;2;Blue;125;1;98;05-02-2023;Week-6;Q1;2023;1438.3;0;4445;78;0;Swipe ;Bills;755.65;0
710489583;41;M;2;Graduate;Married;NY;91750;no;yes;no;cellular;White-collar;105498;1;Blue;225;1;44;05-02-2023;Week-6;Q1;2023;4941;1040;7631;91;0.21;Swipe ;Entertainment;1602.51;0
710490708;56;F;3;Graduate;Married;NY;91750;yes;no;no;unknown;Govt;20664;3;Blue;300;1;47;05-02-2023;Week-6;Q1;2023;17686;0;2047;46;0;Swipe ;Bills;122.82;0
710492733;38;F;2;Graduate;Single;TX;91750;no;no;no;cellular;White-collar;22834;3;Blue;300;0;77;05-02-2023;Week-6;Q1;2023;13632;1482;2168;42;0.109;Swipe ;Bills;433.6;0
710493558;36;F;2;Uneducated;Married;TX;91750;yes;yes;no;cellular;Selfemployeed;19577;3;Blue;95;0;87;05-02-2023;Week-6;Q1;2023;1803;0;1979;37;0;Chip ;Bills;474.96;0
710496708;61;M;0;Graduate;Single;CA;91750;yes;no;no;cellular;Govt;49877;3;Blue;285;0;111;05-02-2023;Week-6;Q1;2023;5489;1513;4085;65;0.276;Swipe ;Grocery;1102.95;0
710497608;43;F;4;Graduate;Married;NY;91750;yes;no;no;unknown;White-collar;17202;1;Blue;445;0;107;05-02-2023;Week-6;Q1;2023;7756;1670;1858;51;0.215;Swipe ;Entertainment;390.18;0
710500983;57;F;1;High School;Single;CA;91750;no;yes;no;unknown;Selfemployeed;15637;2;Blue;420;1;85;05-02-2023;Week-6;Q1;2023;4617;1035;1779;35;0.224;Swipe ;Entertainment;106.74;0
710502258;38;M;2;Graduate;Single;CA;91750;yes;no;no;cellular;Govt;70243;3;Blue;380;1;169;05-02-2023;Week-6;Q1;2023;2527;2204;4598;85;0.872;Chip ;Fuel;1103.52;0
710503308;48;F;3;Graduate;Single;CA;91750;no;no;no;cellular;White-collar;48720;2;Blue;350;0;77;05-02-2023;Week-6;Q1;2023;9554;2337;4049;71;0.245;Chip ;Bills;890.78;0
710504283;44;M;3;Post-Graduate;Married;FL;91750;yes;no;no;telephone;Blue-collar;47648;1;Blue;200;0;106;05-02-2023;Week-6;Q1;2023;14817;1463;4014;70;0.099;Swipe ;Fuel;883.08;0
710505483;39;F;3;Unknown;Married;TX;91750;no;yes;yes;cellular;Govt;34733;2;Blue;125;1;116;05-02-2023;Week-6;Q1;2023;11117;0;3099;69;0;Swipe ;Grocery;495.84;0
710506683;55;M;2;Uneducated;Single;CA;91750;no;yes;no;cellular;Businessman;67920;3;Blue;440;1;58;05-02-2023;Week-6;Q1;2023;1746;0;4543;75;0;Online ;Fuel;1226.61;0
710507733;49;M;2;Unknown;Single;CA;91750;no;no;no;cellular;Blue-collar;48335;3;Blue;415;0;110;05-02-2023;Week-6;Q1;2023;14958;1644;4038;68;0.11;Chip ;Entertainment;807.6;0
710508858;57;F;2;Unknown;Married;FL;91750;no;yes;no;cellular;Blue-collar;57598;1;Blue;250;0;141;05-02-2023;Week-6;Q1;2023;3226;2517;4317;81;0.78;Swipe ;Food;1122.42;0
710509758;40;M;4;High School;Married;UT;91750;no;yes;yes;unknown;Blue-collar;28729;2;Blue;195;0;160;05-02-2023;Week-6;Q1;2023;28200;765;2507;64;0.027;Swipe ;Fuel;426.19;0
710511858;43;M;2;High School;Married;NY;91750;no;yes;yes;unknown;Blue-collar;76415;2;Blue;450;0;98;05-02-2023;Week-6;Q1;2023;3832;1439;4741;88;0.376;Chip ;Fuel;284.46;0
710512833;37;M;3;Graduate;Married;FL;91750;yes;no;no;telephone;Blue-collar;95307;2;Blue;200;1;100;05-02-2023;Week-6;Q1;2023;3304;1338;5178;79;0.405;Chip ;Fuel;517.8;0
710515308;39;M;1;Unknown;Single;CA;91750;no;yes;no;cellular;Selfemployeed;90497;1;Blue;380;0;106;05-02-2023;Week-6;Q1;2023;3595;1904;5025;84;0.53;Swipe ;Fuel;452.25;0
710516283;49;F;4;Unknown;Married;FL;91750;no;yes;no;unknown;Businessman;51274;3;Blue;280;0;81;05-02-2023;Week-6;Q1;2023;9758;1792;4134;60;0.184;Chip ;Grocery;909.48;0
710518308;37;M;2;Unknown;Single;CA;91750;no;no;no;cellular;Govt;52040;3;Blue;405;1;105;05-02-2023;Week-6;Q1;2023;1685;0;4155;85;0;Swipe ;Grocery;831;0
710519433;45;F;4;Graduate;Unknown;FL;91750;no;yes;yes;cellular;Selfemployeed;14099;2;Blue;175;0;117;05-02-2023;Week-6;Q1;2023;3131;2517;1439;40;0.804;Swipe ;Bills;316.58;0
710520408;34;M;3;Post-Graduate;Unknown;CA;91750;yes;yes;no;cellular;Selfemployeed;63556;2;Blue;245;0;119;05-02-2023;Week-6;Q1;2023;9078;1194;4458;87;0.132;Chip ;Food;668.7;0
710521383;49;M;1;Unknown;Married;TX;91750;yes;yes;no;cellular;Selfemployeed;24146;3;Blue;245;0;109;12-02-2023;Week-7;Q1;2023;9810;1838;2247;41;0.187;Swipe ;Bills;404.46;0
710522433;62;F;1;Uneducated;Married;FL;91750;no;yes;no;cellular;Blue-collar;26310;3;Blue;190;1;102;12-02-2023;Week-7;Q1;2023;2416;1499;2372;53;0.62;Swipe ;Food;474.4;0
710523333;51;F;2;Uneducated;Single;FL;91750;yes;yes;no;cellular;Selfemployeed;13547;1;Blue;150;1;87;12-02-2023;Week-7;Q1;2023;2541;1616;1416;27;0.636;Swipe ;Entertainment;113.28;0
710524533;28;F;1;Graduate;Married;NY;91750;no;yes;no;cellular;Selfemployeed;2565;3;Blue;275;0;107;12-02-2023;Week-7;Q1;2023;4913;2517;899;28;0.512;Online ;Grocery;143.84;0
710525508;57;F;1;Graduate;Married;TX;91750;no;no;no;cellular;Govt;21397;1;Blue;150;0;97;12-02-2023;Week-7;Q1;2023;1438.3;455;2090;50;0.316;Swipe ;Bills;209;0
710526633;55;M;2;Doctorate;Single;CA;91750;yes;yes;yes;unknown;Govt;81588;3;Blue;465;1;81;12-02-2023;Week-7;Q1;2023;2048;1599;4855;88;0.781;Swipe ;Entertainment;485.5;0
710527533;55;M;2;Unknown;Single;NY;91750;no;yes;no;cellular;White-collar;115216;1;Blue;495;0;113;12-02-2023;Week-7;Q1;2023;4982;0;8586;58;0;Chip ;Travel;944.46;0
710528583;56;F;2;High School;Married;TX;91750;yes;no;no;telephone;Businessman;22499;3;Blue;410;0;105;12-02-2023;Week-7;Q1;2023;1612;835;2148;40;0.518;Swipe ;Fuel;257.76;0
710529708;42;F;2;Unknown;Single;TX;91750;no;no;no;cellular;Businessman;201560;2;Blue;425;1;95;12-02-2023;Week-7;Q1;2023;23260;1476;15140;105;0.063;Chip ;Entertainment;3179.4;0
710532258;62;M;0;Graduate;Unknown;CA;91750;no;yes;no;cellular;Govt;84885;2;Blue;350;0;76;12-02-2023;Week-7;Q1;2023;2185;1495;4906;83;0.684;Swipe ;Bills;1128.38;0
710533233;48;F;2;Graduate;Married;TX;91750;yes;no;no;unknown;Businessman;22323;1;Blue;370;1;106;12-02-2023;Week-7;Q1;2023;1438.3;0;2139;47;0;Chip ;Fuel;620.31;0
710535708;22;M;2;Graduate;Married;TX;91750;yes;no;no;cellular;Businessman;158267;3;Blue;150;1;85;12-02-2023;Week-7;Q1;2023;15894;1293;14256;118;0.081;Chip ;Bills;1853.28;0
710536983;41;M;3;Unknown;Married;CA;91750;no;yes;no;cellular;Govt;61777;2;Blue;295;1;96;12-02-2023;Week-7;Q1;2023;3007;2517;4423;67;0.837;Chip ;Food;928.83;0
710538183;44;M;2;Graduate;Married;AZ;86503;yes;yes;yes;cellular;White-collar;54079;2;Blue;100;0;99;12-02-2023;Week-7;Q1;2023;1529;563;4220;83;0.368;Swipe ;Grocery;633;0
710540883;50;F;3;High School;Married;TX;91750;no;no;no;unknown;Selfemployeed;27773;2;Blue;330;0;112;12-02-2023;Week-7;Q1;2023;6590;0;2449;67;0;Swipe ;Bills;514.29;0
710541858;44;M;1;High School;Married;CA;91750;yes;no;no;cellular;Blue-collar;10618;3;Blue;100;1;59;12-02-2023;Week-7;Q1;2023;7717;1430;1248;37;0.185;Swipe ;Bills;287.04;0
710542983;51;M;3;Uneducated;Married;TX;91750;no;yes;no;cellular;Businessman;90785;2;Blue;395;1;114;12-02-2023;Week-7;Q1;2023;1930;0;5033;87;0;Swipe ;Grocery;704.62;0
710544033;47;M;3;Doctorate;Unknown;NY;91750;no;no;no;cellular;White-collar;75177;2;Blue;380;1;84;12-02-2023;Week-7;Q1;2023;9437;2024;4715;78;0.214;Chip ;Food;424.35;0
710545158;37;F;2;Graduate;Married;CA;91750;yes;yes;yes;cellular;Retirees;41316;1;Blue;450;0;104;12-02-2023;Week-7;Q1;2023;15108;0;3738;68;0;Swipe ;Grocery;261.66;0
710547783;34;M;3;Unknown;Unknown;NY;91750;no;no;no;cellular;Blue-collar;85200;2;Blue;460;1;50;12-02-2023;Week-7;Q1;2023;4784;1629;4912;82;0.341;Swipe ;Food;785.92;0
710552733;37;F;1;Uneducated;Single;FL;91750;yes;no;no;unknown;Businessman;25825;3;Blue;200;1;72;12-02-2023;Week-7;Q1;2023;4963;0;2335;40;0;Chip ;Fuel;490.35;0
710555433;42;F;3;Graduate;Unknown;CA;91750;yes;no;no;unknown;Blue-collar;23642;1;Blue;245;0;92;12-02-2023;Week-7;Q1;2023;2803;0;2216;40;0;Swipe ;Grocery;310.24;0
710558058;61;F;1;High School;Single;CA;91750;no;yes;no;cellular;Selfemployeed;14975;1;Blue;110;0;60;12-02-2023;Week-7;Q1;2023;4317;2517;1619;36;0.583;Swipe ;Bills;291.42;0
710558883;46;F;4;Graduate;Single;NY;91750;yes;yes;no;unknown;Blue-collar;10610;2;Blue;435;1;95;12-02-2023;Week-7;Q1;2023;17391;1044;1248;27;0.06;Swipe ;Bills;124.8;0
710560008;62;M;1;High School;Single;TX;91750;yes;yes;no;cellular;White-collar;69810;3;Blue;245;0;162;12-02-2023;Week-7;Q1;2023;1896;1738;4588;75;0.917;Swipe ;Bills;275.28;0
710562258;47;F;4;Post-Graduate;Married;CA;91750;no;yes;yes;unknown;Businessman;37053;2;Blue;250;1;85;12-02-2023;Week-7;Q1;2023;19214;0;3407;47;0;Swipe ;Bills;783.61;0
710563458;42;F;3;Unknown;Unknown;NY;91750;no;no;no;cellular;Blue-collar;53772;3;Blue;295;1;84;12-02-2023;Week-7;Q1;2023;9535;660;4210;81;0.069;Chip ;Food;631.5;0
710565408;43;F;5;Graduate;Married;FL;91750;no;yes;no;cellular;Selfemployeed;5525;2;Silver;245;1;47;12-02-2023;Week-7;Q1;2023;34516;1359;1033;26;0.039;Swipe ;Bills;165.28;0
710566533;26;M;0;Graduate;Single;NY;91750;no;yes;no;cellular;White-collar;52121;1;Blue;360;0;151;12-02-2023;Week-7;Q1;2023;2276;1372;4159;67;0.603;Swipe ;Food;499.08;0
710567508;54;F;3;Uneducated;Married;CA;91750;yes;no;no;cellular;Blue-collar;13010;3;Blue;200;0;87;12-02-2023;Week-7;Q1;2023;23462;2202;1387;33;0.094;Swipe ;Fuel;138.7;0
710568333;45;M;4;High School;Married;TX;91750;no;no;no;unknown;Retirees;25019;1;Blue;200;1;94;12-02-2023;Week-7;Q1;2023;6623;1823;2293;47;0.275;Chip ;Bills;481.53;0
710569233;40;M;3;High School;Single;NY;91750;yes;yes;no;cellular;White-collar;118236;3;Blue;295;1;108;12-02-2023;Week-7;Q1;2023;11814;1440;9185;100;0.122;Swipe ;Grocery;1010.35;0
710570058;50;F;1;Post-Graduate;Married;TX;91750;yes;no;no;cellular;Blue-collar;28851;3;Blue;475;0;115;12-02-2023;Week-7;Q1;2023;3101;0;2512;37;0;Chip ;Entertainment;175.84;0
710572458;46;F;4;Uneducated;Single;CA;91750;yes;yes;no;cellular;Businessman;21104;1;Blue;125;1;124;12-02-2023;Week-7;Q1;2023;15439;0;2069;43;0;Online ;Travel;124.14;1
710573808;52;F;4;Graduate;Single;NY;91750;yes;no;no;telephone;Blue-collar;12081;3;Blue;250;0;88;12-02-2023;Week-7;Q1;2023;2243;1418;1334;31;0.632;Swipe ;Fuel;266.8;1
710574558;48;F;4;Graduate;Married;NJ;91750;no;no;no;cellular;Govt;13322;1;Blue;440;0;93;12-02-2023;Week-7;Q1;2023;26442;1642;1403;40;0.062;Swipe ;Bills;154.33;1
710577708;43;F;2;Post-Graduate;Married;CA;91750;no;yes;no;cellular;Govt;30366;1;Blue;455;1;104;12-02-2023;Week-7;Q1;2023;2657;1983;2591;59;0.746;Swipe ;Fuel;699.57;1
710579583;58;M;1;High School;Married;NY;91750;no;no;no;cellular;Selfemployeed;61492;2;Blue;175;0;85;12-02-2023;Week-7;Q1;2023;1665;983;4420;86;0.59;Chip ;Fuel;397.8;1
710581758;46;F;5;Doctorate;Single;CA;91750;no;no;no;unknown;Selfemployeed;11597;2;Blue;350;1;99;12-02-2023;Week-7;Q1;2023;3360;1219;1309;30;0.363;Swipe ;Food;209.44;0
710586483;57;F;3;High School;Single;CA;91750;no;yes;no;cellular;Selfemployeed;5225;3;Blue;245;1;67;12-02-2023;Week-7;Q1;2023;6152;0;968;23;0;Swipe ;Bills;280.72;0
710587458;63;M;2;High School;Married;TX;91750;no;no;no;cellular;Selfemployeed;58252;1;Blue;285;0;90;12-02-2023;Week-7;Q1;2023;11154;1612;4339;77;0.145;Chip ;Food;520.68;0
710590683;49;M;1;Unknown;Single;FL;91750;no;no;no;cellular;Selfemployeed;107267;2;Blue;425;0;86;12-02-2023;Week-7;Q1;2023;16127;0;7729;82;0;Online ;Travel;463.74;0
710592933;44;F;4;Graduate;Single;CA;91750;no;yes;yes;cellular;Retirees;23698;1;Blue;420;1;99;12-02-2023;Week-7;Q1;2023;9598;1092;2216;54;0.114;Online ;Food;177.28;0
710594358;48;F;4;Doctorate;Married;TX;91750;yes;yes;no;cellular;Businessman;29683;3;Silver;250;1;168;12-02-2023;Week-7;Q1;2023;14910;873;2560;72;0.059;Swipe ;Entertainment;742.4;0
710595783;55;M;2;Graduate;Married;FL;91750;no;no;yes;cellular;Businessman;73086;1;Blue;150;1;116;12-02-2023;Week-7;Q1;2023;6644;2082;4659;76;0.313;Chip ;Fuel;1351.11;0
710596983;53;M;3;Post-Graduate;Single;FL;91750;yes;no;no;cellular;Retirees;103977;3;Blue;250;0;42;12-02-2023;Week-7;Q1;2023;27318;2416;7481;96;0.088;Swipe ;Fuel;523.67;0
710598408;46;M;3;Graduate;Married;CA;91750;no;no;no;telephone;Blue-collar;68663;1;Blue;425;0;92;12-02-2023;Week-7;Q1;2023;2695;0;4557;94;0;Chip ;Grocery;1275.96;0
710599683;40;F;5;Graduate;Married;TX;91750;no;yes;no;cellular;Selfemployeed;14975;1;Blue;125;1;134;12-02-2023;Week-7;Q1;2023;11751;0;1539;17;0;Swipe ;Bills;246.24;0
710603958;43;F;3;Graduate;Married;NY;91750;no;no;no;unknown;Businessman;154732;2;Blue;470;0;107;12-02-2023;Week-7;Q1;2023;3090;0;14198;101;0;Swipe ;Fuel;2555.64;0
710605458;53;F;5;Graduate;Single;TX;91750;no;no;no;unknown;Businessman;51060;1;Blue;150;0;100;12-02-2023;Week-7;Q1;2023;7223;1963;4127;70;0.272;Swipe ;Entertainment;907.94;0
710607408;65;M;0;Graduate;Single;MI;91750;no;yes;yes;cellular;White-collar;47249;3;Blue;360;1;131;12-02-2023;Week-7;Q1;2023;18570;1524;3999;96;0.082;Swipe ;Bills;839.79;0
710611683;41;F;3;Graduate;Married;CA;91750;no;yes;no;cellular;Selfemployeed;56312;1;Blue;250;0;92;12-02-2023;Week-7;Q1;2023;2837;1807;4279;83;0.637;Chip ;Grocery;299.53;0
710612583;42;M;1;Graduate;Unknown;CA;91750;no;no;no;cellular;Retirees;90913;1;Blue;175;1;92;12-02-2023;Week-7;Q1;2023;2597;1740;5037;80;0.67;Swipe ;Food;957.03;0
710616183;60;F;0;Graduate;Married;NY;91750;no;yes;yes;unknown;Retirees;17631;1;Blue;320;1;119;12-02-2023;Week-7;Q1;2023;19995;0;1879;34;0;Swipe ;Entertainment;300.64;0
710620383;59;F;1;Graduate;Single;FL;91750;yes;yes;no;cellular;Selfemployeed;5225;2;Blue;355;1;111;12-02-2023;Week-7;Q1;2023;24396;1171;965;17;0.048;Swipe ;Bills;164.05;0
710621283;43;F;3;Graduate;Single;TX;91750;no;no;no;unknown;Blue-collar;44964;3;Blue;175;1;87;12-02-2023;Week-7;Q1;2023;10733;783;3910;66;0.073;Chip ;Travel;469.2;0
710622333;29;M;1;Uneducated;Single;NY;91750;yes;yes;no;cellular;Selfemployeed;59832;3;Blue;175;1;110;12-02-2023;Week-7;Q1;2023;2751;2258;4386;67;0.821;Chip ;Bills;614.04;0
710624658;36;F;1;Uneducated;Single;NJ;91750;no;no;no;cellular;Businessman;34330;3;Blue;405;1;113;12-02-2023;Week-7;Q1;2023;4066;1639;3040;56;0.403;Swipe ;Entertainment;699.2;0
710626758;64;F;1;High School;Married;NY;91750;no;no;no;telephone;Businessman;40774;3;Blue;335;0;114;12-02-2023;Week-7;Q1;2023;2761;0;3706;65;0;Chip ;Bills;926.5;0
710628783;39;F;0;Graduate;Married;FL;91750;no;no;no;cellular;Selfemployeed;14199;3;Silver;175;1;106;12-02-2023;Week-7;Q1;2023;34516;1140;1445;45;0.033;Swipe ;Entertainment;86.7;0
710630583;59;F;1;Graduate;Single;TX;91750;no;yes;no;cellular;White-collar;41331;3;Blue;345;0;118;12-02-2023;Week-7;Q1;2023;2843;1752;3738;77;0.616;Swipe ;Food;1046.64;0
710632683;42;F;3;Graduate;Married;CA;91750;no;no;no;cellular;White-collar;25311;1;Blue;175;1;68;12-02-2023;Week-7;Q1;2023;1438.3;0;2308;49;0;Swipe ;Travel;161.56;0
710633808;37;F;3;Graduate;Single;FL;91750;yes;yes;no;unknown;White-collar;26902;1;Blue;285;0;47;12-02-2023;Week-7;Q1;2023;7102;0;2411;41;0;Swipe ;Bills;337.54;0
710635083;37;M;2;Uneducated;Single;FL;91750;no;no;no;cellular;Retirees;37749;2;Blue;125;1;93;12-02-2023;Week-7;Q1;2023;28327;582;3475;52;0.021;Chip ;Fuel;243.25;0
710636208;42;F;1;Graduate;Married;TX;91750;no;yes;no;cellular;White-collar;43563;3;Blue;480;0;90;12-02-2023;Week-7;Q1;2023;34516;0;3847;74;0;Online ;Fuel;884.81;0
710637183;42;M;2;Post-Graduate;Married;TX;91750;no;yes;no;cellular;Selfemployeed;67735;1;Blue;435;1;86;12-02-2023;Week-7;Q1;2023;2300;1906;4538;71;0.829;Swipe ;Fuel;1179.88;0
710638233;40;M;3;Unknown;Single;FL;91750;no;no;no;cellular;White-collar;116659;1;Blue;150;1;68;12-02-2023;Week-7;Q1;2023;4277;2186;8764;69;0.511;Chip ;Travel;2366.28;0
710639658;48;M;4;Graduate;Married;FL;91750;yes;yes;no;cellular;Govt;119126;1;Blue;480;0;112;12-02-2023;Week-7;Q1;2023;17744;829;9658;78;0.047;Chip ;Travel;676.06;0
710641008;26;F;0;High School;Married;NY;91750;yes;yes;no;cellular;Businessman;28195;1;Blue;410;1;48;12-02-2023;Week-7;Q1;2023;8685;0;2473;56;0;Chip ;Entertainment;420.41;0
710643183;58;F;2;Uneducated;Married;NY;91750;no;no;no;cellular;Govt;52295;2;Blue;125;1;99;12-02-2023;Week-7;Q1;2023;3172;1160;4163;83;0.366;Swipe ;Grocery;957.49;0
710644158;36;F;4;High School;Married;CA;91750;no;yes;no;cellular;Businessman;56631;2;Blue;425;0;113;12-02-2023;Week-7;Q1;2023;31743;1332;4293;73;0.042;Chip ;Entertainment;1073.25;0
710645583;47;M;5;Post-Graduate;Married;NY;91750;yes;yes;no;cellular;White-collar;58730;3;Blue;195;0;68;12-02-2023;Week-7;Q1;2023;7627;1742;4349;75;0.228;Chip ;Bills;1000.27;0
710650608;34;M;5;Graduate;Married;FL;91750;no;yes;no;cellular;White-collar;79383;1;Blue;270;1;127;12-02-2023;Week-7;Q1;2023;19262;1480;4812;85;0.077;Chip ;Entertainment;962.4;0
710653158;43;F;1;Graduate;Married;CA;91750;yes;no;no;telephone;White-collar;18595;1;Blue;175;0;83;12-02-2023;Week-7;Q1;2023;5024;1613;1925;40;0.321;Swipe ;Entertainment;519.75;0
710654808;43;M;3;Graduate;Single;FL;91750;yes;no;no;unknown;Retirees;25299;1;Blue;95;1;105;12-02-2023;Week-7;Q1;2023;1818;0;2308;44;0;Swipe ;Grocery;323.12;0
710656683;50;M;2;Post-Graduate;Single;FL;91750;yes;no;yes;cellular;Selfemployeed;62723;1;Blue;365;0;76;12-02-2023;Week-7;Q1;2023;1986;1614;4442;64;0.813;Chip ;Bills;1243.76;0
710657508;42;M;5;Uneducated;Married;NJ;91750;no;yes;no;telephone;Retirees;46629;1;Blue;480;1;81;12-02-2023;Week-7;Q1;2023;3788;1325;3975;65;0.35;Online ;Fuel;1033.5;0
710658483;49;F;3;Graduate;Single;CA;91750;yes;no;no;unknown;Selfemployeed;21500;3;Blue;250;0;88;12-02-2023;Week-7;Q1;2023;9080;2174;2098;46;0.239;Swipe ;Grocery;230.78;0
710661333;64;M;1;Unknown;Married;CA;91750;no;yes;no;cellular;Selfemployeed;28904;3;Blue;370;1;119;12-02-2023;Week-7;Q1;2023;10241;1545;2513;47;0.151;Chip ;Fuel;477.47;0
710662158;40;F;2;Graduate;Married;NJ;91750;yes;no;no;cellular;White-collar;20741;2;Blue;140;1;103;12-02-2023;Week-7;Q1;2023;34516;2517;2051;41;0.073;Swipe ;Food;143.57;0
710663508;44;F;3;Unknown;Married;CA;90250;no;yes;yes;unknown;Businessman;183932;3;Blue;285;0;109;12-02-2023;Week-7;Q1;2023;3108;2280;14763;99;0.734;Swipe ;Food;2509.71;0
710664558;33;M;4;High School;Single;NY;91750;no;yes;no;cellular;Retirees;45424;1;Blue;300;1;118;12-02-2023;Week-7;Q1;2023;4736;945;3927;73;0.2;Swipe ;Fuel;549.78;0
710665533;55;F;1;Unknown;Single;CA;91750;no;yes;no;cellular;Blue-collar;12120;3;Blue;300;1;87;12-02-2023;Week-7;Q1;2023;24602;1660;1337;44;0.067;Swipe ;Bills;200.55;0
710666583;29;M;1;Post-Graduate;Married;FL;91750;yes;yes;yes;cellular;Selfemployeed;25649;1;Blue;495;1;111;12-02-2023;Week-7;Q1;2023;2516;2312;2321;36;0.919;Chip ;Grocery;626.67;0
710667708;36;M;3;Post-Graduate;Married;CA;91010;yes;no;no;unknown;White-collar;149441;1;Platinum;420;0;110;12-02-2023;Week-7;Q1;2023;12510;1871;14018;128;0.15;Chip ;Entertainment;1541.98;0
